Aug 31, 2025 20:03:10.768881743 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.769421032 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.770485360 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.771480855 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.771657437 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.772465641 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.776917453 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.778121697 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.780156103 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.780640143 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.780868641 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.781210098 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.782053469 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.782637341 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:10.782637508 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:10.782637508 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:10.782637549 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:10.782684424 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:10.782978048 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.783190797 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.784027126 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.784582373 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.785409827 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.785427369 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.785573868 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.785650076 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.785898325 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.785988199 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.786274031 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.786274240 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.786340948 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.786526530 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.786592571 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.786765029 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.786830987 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.787147985 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.787187110 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.787535567 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.787535567 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.787760732 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.787775024 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.787775274 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.788366521 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.788755352 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.789065434 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.789498974 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.789709348 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.789709598 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.789769722 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.790050388 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.790131345 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.790133095 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.790436552 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.790663301 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.790764801 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.790764801 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.791247840 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.791410714 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.791888420 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.792159585 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.792685541 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.794323616 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.794798656 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:10.795082988 EDT	192.168.64.8	192.168.64.1	google.com
Aug 31, 2025 20:03:10.795538194 EDT	192.168.64.1	192.168.64.8	google.com
Aug 31, 2025 20:03:11.118511751 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:11.118543001 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:11.118711125 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:11.118904291 EDT	192.168.64.1	192.168.64.8	kali.org
Aug 31, 2025 20:03:11.118904291 EDT	192.168.64.1	192.168.64.8	kali.org
